"beatmapset_id","beatmap_id","hit_length","diff_size","diff_overall","diff_approach","diff_drain","max_combo","difficultyrating","bpm","favourite_count","approved_ranked","genre_anime","genre_pop","language_japanese","playcount_per_day"
748273,1576397,86,4,6,9,6,417,4.40985345840454,160,37,1,1,0,1,2382
750391,1581213,68,4,8,9,6,401,4.63371133804321,185,26,1,0,1,1,2388
419257,1588910,118,3.5,9,9.6,6,713,6.33001232147217,100,71,1,0,0,1,901.125
469377,1073278,180,4.2,8.2,9.2,6.2,1017,5.53002166748047,176,498,0,0,0,0,564.923076923077
430926,929614,85,3.5,4,4,4,245,1.72813999652863,132,76,1,1,0,1,734.4
742785,1566634,298,3.2,8,9.4,5.2,2109,6.28911590576172,175,58,1,0,0,1,1053
147210,512000,225,4,8.5,9.2,3,1895,6.33028888702393,222.22,230,0,0,0,0,568.384615384615
745838,1573860,106,4,6.5,8,5.5,587,3.35449552536011,170,51,1,0,0,1,623.25
419257,1494695,110,3.5,3,5,3.5,389,2.22676181793213,100,71,1,0,0,1,946.125
722797,1526598,82,4.2,8.7,9.2,5,503,5.6742115020752,180,72,1,0,0,1,541.928571428571
695009,1483488,89,3.8,7,8.5,6,516,4.00949764251709,160,58,1,0,0,0,844
680533,1447682,87,3,3,3,3,273,1.81594800949097,187,91,1,1,0,1,845
572809,1213620,85,4,8,9,6,483,4.70275354385376,168,58,1,1,0,1,1530
647452,1564927,194,2.3,4,5,3,660,1.98659372329712,240,167,1,0,0,1,590.538461538462
446774,959408,200,3,4,5.4,4,576,2.11897850036621,180,529,0,0,0,0,591.923076923077
692068,1464448,97,4,8.7,9.7,6,867,5.89216470718384,201,45,1,0,0,0,600.230769230769
710379,1502585,86,6.5,7,7.5,6,302,3.66202831268311,146,33,1,1,0,1,558
562299,1188840,116,4.5,9,9.5,5.5,841,5.51764631271362,142,52,1,0,0,0,783
569820,1227832,165,3.4,5.5,6.5,4,617,2.96579003334045,120,38,1,0,1,0,560.571428571429
647452,1371599,227,4,9.5,9.8,5,1662,7.44305038452148,240,167,1,0,0,1,607.153846153846
147210,1180753,225,4,8,9,3,1682,5.27684259414673,222.22,230,0,0,0,0,616.846153846154
748273,1576395,86,4.5,7,9,7,437,5.13450193405151,160,37,1,1,0,1,2676
426548,921005,297,4,8,8.5,8,1027,3.93720531463623,75,65,1,1,0,1,669.75
581787,1498537,118,4,8.7,9.2,5,950,5.55167245864868,170,177,1,0,0,0,1004.625
696085,1474641,232,4,7.5,9,5.5,1770,4.61787509918213,149,82,1,1,0,1,751.090909090909
645032,1366918,180,4.3,7,8.5,7,837,4.0656943321228,130,38,1,0,1,0,827.1
727098,1536940,87,3.8,6,8,5,432,3.19524550437927,170,38,1,1,0,1,833.4
572809,1500650,85,4.2,8,9.2,6,549,5.52171754837036,168,58,1,1,0,1,1686.6
696085,1496803,226,4,6,7,5,1081,3.13382077217102,149,82,1,1,0,1,767.454545454545
696085,1507863,227,3.8,7.5,8.5,5.5,1455,4.25061130523682,149,82,1,1,0,1,769.909090909091
740458,1562171,86,3.5,5,7,5,405,3.34343767166138,160,45,1,1,0,1,1216.28571428571
720882,1522330,225,3.8,8.5,9,5,1264,5.07504081726074,176,87,1,0,1,1,963
477006,1020830,84,4,6,7,5,342,3.02478337287903,172,27,1,1,0,0,626.142857142857
692068,1464583,78,4,7.5,9,5.5,517,4.6253833770752,201,45,1,0,0,0,679.153846153846
562299,1292224,116,4.2,8,9,5,765,3.9435031414032,142,52,1,0,0,0,887.4
696351,1475083,71,3.5,6.5,7.3,5.5,332,2.93822908401489,96,79,1,0,0,1,2241
688824,1481418,91,3,6,8.5,6,472,3.79037404060364,190,60,1,0,0,1,1816.2
658919,1395896,67,4.5,6,6.7,5,224,2.65046763420105,160,43,1,1,0,0,761.25
758344,1596106,97,3.5,6,8,5,531,3.41053175926208,200,74,1,1,0,1,2286
430926,929611,85,3,2,3,2,188,1.45878982543945,132,76,1,1,0,1,915.3
748964,1577683,320,4.5,8,9,6,1390,4.53448390960693,80,33,1,0,0,1,704.769230769231
680533,1442798,87,3.3,4,5.5,3,347,2.32077765464783,187,91,1,1,0,1,1020
663138,1403678,32,3.8,8.5,9,6.5,178,4.61157894134521,185,24,1,1,0,1,1837.8
722797,1525818,80,3,4,5,4,292,2.13610243797302,180,72,1,0,0,1,658.285714285714
720402,1520992,180,4,6,8,5,835,3.30457806587219,161,103,1,1,0,1,774
419257,1496707,118,3.5,5.5,7.5,5,559,3.35255885124207,100,71,1,0,0,1,1161
478303,1021579,241,4,8,10,4,1478,8.56015396118164,220,387,0,0,0,0,716.538461538462
704050,1489404,212,4.3,8,9,6,1180,4.79322099685669,155,65,1,0,0,1,724.846153846154
419257,1496709,118,4,8,9,6,623,4.7906494140625,100,71,1,0,0,1,1179
746506,1575271,86,3,4,5,4,299,2.02712345123291,163,122,1,1,0,1,859.909090909091
669138,1560482,119,4,8.3,8,5,551,4.17397022247314,135,35,1,0,1,1,1891.8
758344,1595304,97,4,9.1,9.3,5,612,5.61748790740967,200,74,1,1,0,1,2369.25
704050,1508380,196,4,5,7,5,846,3.30349206924438,155,65,1,0,0,1,731.076923076923
700384,1482745,105,4.2,8.5,9.3,6,644,5.46631145477295,173,73,1,0,0,1,3171
737128,1556734,73,3.5,5,5,4,237,1.99812042713165,160,134,1,0,0,0,1364.14285714286
720367,1520915,69,5,7,7,7,253,3.51525354385376,157.95,31,1,0,1,1,1918.8
419257,1506402,118,4,8.5,9.3,7,645,5.5333423614502,100,71,1,0,0,1,1201.5
737852,1558297,111,3,4,5,4,339,2.16165709495544,133.333,67,1,0,0,0,816.75
547821,1173869,116,4,8,9.2,6,853,5.27213430404663,201,61,1,0,0,1,820.5
753005,1585398,320,4.3,8.8,9.5,4,2387,6.10025501251221,154,44,1,0,0,1,1680
570679,1587090,88,3.8,9,9.4,6,682,6.36655330657959,240,414,1,1,0,1,1264.5
643513,1364701,140,3.5,3.5,5.5,3.5,380,1.90734112262726,160,77,1,0,0,0,1016.1
581787,1403838,118,3.5,5,7,3.5,640,3.01409459114075,170,177,1,0,0,0,1289.25
477006,1018937,84,4.5,9,9,6,436,5.26704549789429,172,27,1,1,0,0,740.571428571429
547821,1160206,117,4.5,9,9.3,6,829,5.67130756378174,201,61,1,0,0,1,864.75
623960,1320835,186,4,9,9,7,1155,5.25437307357788,185,105,1,0,0,1,1155
751977,1583071,180,4.1,7.5,8.3,5,809,4.07644605636597,176,29,1,0,0,1,1299.375
658919,1405574,67,4,7,7,5,218,3.25133490562439,160,43,1,1,0,0,882.75
623960,1318269,180,4,7,8,5,961,3.52012372016907,185,105,1,0,0,1,1188
722797,1527463,84,4.1,7.5,9,6,503,4.55831289291382,180,72,1,0,0,1,764.357142857143
688824,1477714,91,3,6,8,5,394,3.06170296669006,190,60,1,0,0,1,2142
717144,1528690,81,3,3,4,3,257,1.87459540367126,203,55,1,0,0,1,1195
656179,1408948,123,3.5,6,6.5,4.5,562,2.89262890815735,130,74,1,0,0,1,829.384615384615
630897,1335815,294,4,8,9,7,1776,5.03361082077026,200,40,1,0,1,1,772.071428571429
722797,1525817,85,3.8,7,9,6,486,4.98952388763428,180,72,1,0,0,1,779.785714285714
704050,1539871,198,4,7,9,6,941,4.32499313354492,155,65,1,0,0,1,841.153846153846
750391,1580208,68,4,8,9.3,6.2,395,4.98299598693848,185,26,1,0,1,1,3684
714329,1515652,222,4,8,9.2,6,1273,5.11663436889648,146,157,1,1,0,1,798.428571428571
714329,1510448,222,4,7,8,5,943,3.32308864593506,146,157,1,1,0,1,801.642857142857
647452,1571516,198,4,8,9,6,1126,5.47530508041382,240,167,1,0,0,1,866.076923076923
700384,1482747,103,4,6,9,5,555,4.58840751647949,173,73,1,0,0,1,3768
647452,1512594,217,3.8,5,6,5,891,2.64034914970398,240,167,1,0,0,1,874.384615384615
720402,1520991,191,4.2,8,9,6,990,4.97629690170288,161,103,1,1,0,1,947.25
581787,1478254,118,4,7.6,8.5,4,868,4.10266637802124,170,177,1,0,0,0,1424.25
547821,1161003,114,3.8,6,8,5,630,3.59827446937561,201,61,1,0,0,1,952.5
737852,1560823,123,3.7,6,8,5,711,3.40657043457031,133.333,67,1,0,0,0,955.5
727098,1535030,87,4,8,9,6,522,4.06874418258667,170,38,1,1,0,1,1150.2
716642,1514278,130,3.2,3.5,4.5,3,455,1.92099630832672,190,99,1,0,0,1,1441.125
758344,1596105,97,4.1,8,9,5,626,4.465895652771,200,74,1,1,0,1,2898
720402,1533376,190,4,7.5,9,6,903,4.51895618438721,161,103,1,1,0,1,975
723446,1543399,88,3,3,4,3,243,1.81631278991699,115,59,1,1,0,1,1066.90909090909
730808,1542373,307,4.2,8.7,9.6,5,1995,6.4131031036377,81,49,1,0,0,0,840.857142857143
412460,1069081,12,4,8,9.1,5.2,66,3.11547303199768,215,207,0,0,0,0,905.538461538462
643513,1364063,127,4.8,8,9.2,6,856,5.27370357513428,160,77,1,0,0,0,1180.8
412460,894744,235,4,9.2,9.8,5.6,2290,7.79796695709229,215,207,0,0,0,0,924.923076923077
723446,1541892,88,4,7,7,6,367,2.78708434104919,115,59,1,1,0,1,1097.18181818182
647452,1434589,202,4,7,8.2,6,1113,3.66970014572144,240,167,1,0,0,1,931.846153846154
740458,1562168,86,4,8,9,6,504,4.77997398376465,160,45,1,1,0,1,1739.57142857143
749297,1580117,87,3,3,4,2,230,1.42513048648834,205,150,1,1,0,1,880.714285714286
717528,1515830,306,7,7,8,6,1050,4.28548812866211,146,52,1,1,0,1,1394
716642,1514276,132,4,8.3,9.2,6,744,5.2100076675415,190,99,1,0,0,1,1570.5
419257,1518441,118,4,7,8.8,6,612,4.23103380203247,100,71,1,0,0,1,1571.625
743084,1583429,150,4,5.5,7.5,5,605,2.78174090385437,138,51,1,0,1,1,1421
745310,1571306,310,4,7.2,8,5.2,1233,4.30959844589233,122,19,1,0,1,1,1173.27272727273
581787,1477261,118,3.7,8,9,4.5,935,4.74404001235962,170,177,1,0,0,0,1613.25
727908,1571864,118,2.4,3,3.5,3,227,1.40400803089142,174,269,1,0,0,0,1186.36363636364
430926,929612,85,4,5,6,5,338,2.69186687469482,132,76,1,1,0,1,1317.6
688824,1461469,91,3,7,9,6,547,4.5401349067688,190,60,1,0,0,1,2667.6
716642,1514771,132,3.8,8.2,9.1,6,861,4.82104349136353,190,99,1,0,0,1,1671.75
570679,1212692,88,4,8.7,9.3,6,670,5.76755571365356,240,414,1,1,0,1,1690.875
747490,1575079,84,4,7,8,5,335,3.053386926651,78,59,1,1,0,1,4515
758344,1595303,97,3.8,8.7,9.2,5,594,5.12493562698364,200,74,1,1,0,1,3512.25
747671,1575510,108,3.5,6.5,7.5,5,407,3.05673742294312,160,117,1,0,0,0,3550.5
569820,1207908,172,3.8,8,8,5,737,3.55600190162659,120,38,1,0,1,0,1015.07142857143
643513,1564440,140,4.3,8,9,6.6,764,4.48191261291504,160,77,1,0,0,0,1429.2
570679,1210471,86,3,2,3,2,260,1.57229220867157,240,414,1,1,0,1,1796.625
643513,1377150,140,4,6,7.5,5,601,3.3596830368042,160,77,1,0,0,0,1439.1
623960,1316910,178,3,8,9,6,1060,4.67929601669312,185,105,1,0,0,1,1602
727098,1535031,87,4.5,9,9.2,7,466,4.97704029083252,170,38,1,1,0,1,1454.4
722797,1526455,84,4,8,9.2,7,515,5.465904712677,180,72,1,0,0,1,1068.42857142857
547821,1160890,113,4,7,9,6,723,4.51141023635864,201,61,1,0,0,1,1273.5
737852,1564294,112,3.5,9,9.4,6,849,5.50317478179932,133.333,67,1,0,0,0,1311
469377,1073275,180,3.8,7.5,9,5.5,1015,4.64713048934937,176,498,0,0,0,0,1221.23076923077
581787,1543159,118,4.3,9,9.3,5.4,949,6.0763201713562,170,177,1,0,0,0,1986.75
714329,1545944,222,4,8,9,7,1227,4.29223442077637,146,157,1,1,0,1,1159.07142857143
716642,1519143,125,3.5,6,8,5,601,3.1787531375885,190,99,1,0,0,1,2037.375
717144,1529704,80,3.5,4,5,4,304,2.34043145179749,203,55,1,0,0,1,1848
656179,1390352,126,4.3,8.5,9.3,5.7,778,5.27330446243286,130,74,1,0,0,1,1281.46153846154
570679,1218838,88,3.8,8.6,9.3,6,674,5.29830455780029,240,414,1,1,0,1,2103.75
570679,1541853,88,4,9.4,9.6,6,702,7.16870975494385,240,414,1,1,0,1,2112.75
570679,1211730,88,4,8,9.2,6,647,4.9228720664978,240,414,1,1,0,1,2128.5
745838,1573638,106,4,7.5,9,6,603,4.64178800582886,170,51,1,0,0,1,1428.75
717144,1529888,81,3.5,6,8,4,449,3.52633023262024,203,55,1,0,0,1,1907
647452,1569291,220,3.8,7.5,9,6.5,1470,4.55909824371338,240,167,1,0,0,1,1325.07692307692
623960,1315116,186,4,9,9.3,8,1185,6.12667369842529,185,105,1,0,0,1,1968
740458,1562169,85,3.8,7.2,8.8,5.2,464,4.36458969116211,160,45,1,1,0,1,2543.14285714286
746506,1575110,86,3.8,6.5,8,5,461,3.35525560379028,163,122,1,1,0,1,1625.72727272727
688824,1458199,91,3.5,8,9.2,6,566,5.35496282577515,190,60,1,0,0,1,3623.4
469377,1073279,180,4,8.7,9.4,6,1035,6.51918029785156,176,498,0,0,0,0,1399.84615384615
722797,1525816,81,4,6,8,5,431,3.12734413146973,180,72,1,0,0,1,1300.5
727908,1541746,119,3.7,4,5.5,4,296,1.74739837646484,174,269,1,0,0,0,1660.09090909091
721804,1543229,160,2.7,4,5,3,760,2.32625722885132,185,458,1,0,0,1,2737.28571428571
746506,1578185,86,4.2,9.1,9.2,7,471,5.41089057922363,163,122,1,1,0,1,1758.27272727273
716642,1514277,132,4,8,9,5.5,808,4.3103199005127,190,99,1,0,0,1,2434.5
749297,1578347,87,3,4,5.5,4,325,2.24556183815002,205,150,1,1,0,1,1429.07142857143
737852,1559778,108,4,8,9,5,791,4.56796169281006,133.333,67,1,0,0,0,1673.25
680533,1447683,87,3.8,5,7.5,5,472,3.31579351425171,187,91,1,1,0,1,2253
696351,1509517,71,3.5,7,9,7,368,3.83971261978149,96,79,1,0,0,1,5078.25
722797,1533233,85,4,9,9.3,7,533,5.89078569412231,180,72,1,0,0,1,1469.57142857143
737128,1556368,73,4,6,7.5,5,330,3.19529700279236,160,134,1,0,0,0,2977.71428571429
740535,1562307,87,3,5,6,4,244,2.05185341835022,175,139,1,0,0,0,1932.54545454545
717144,1538507,81,4,8,9.2,6,531,5.46559000015259,203,55,1,0,0,1,2402
570679,1214824,86,3,4,5,4,325,2.14430952072144,240,414,1,1,0,1,2711.25
746506,1573321,86,3.6,9,9.2,6,477,5.39270210266113,163,122,1,1,0,1,1996.36363636364
714329,1509639,222,4,8.5,9.5,6,1370,6.04426527023315,146,157,1,1,0,1,1582.71428571429
723446,1527360,88,4.3,8,8,6,430,4.05214595794678,115,59,1,1,0,1,2016
716642,1514275,135,3.7,9.2,9.4,6.3,883,6.01273727416992,190,99,1,0,0,1,2795.625
737852,1557181,117,4,9.5,9.5,6,951,6.36476850509644,133.333,67,1,0,0,0,1880.25
717144,1515170,81,4,8,9.1,6,525,4.84276866912842,203,55,1,0,0,1,2561
656179,1390392,126,3.8,8.3,8.2,6,617,4.31719493865967,130,74,1,0,0,1,1775.07692307692
570679,1214825,88,3.3,5,6.5,4.5,409,2.71860504150391,240,414,1,1,0,1,2917.125
722797,1526255,82,4,7,9,6,489,4.50965118408203,180,72,1,0,0,1,1683.64285714286
721804,1524104,203,4,8.5,9.4,6,1459,6.23115253448486,185,458,1,0,0,1,3376.28571428571
737128,1556636,73,4.1,7,8.7,5,341,4.3197546005249,160,134,1,0,0,0,3385.28571428571
721804,1531843,195,3.7,6.4,7.5,5,1030,3.22514772415161,185,458,1,0,0,1,3435.42857142857
446774,959407,200,3.8,8,8.9,6,980,3.68349814414978,180,529,0,0,0,0,1858.15384615385
721804,1557471,203,4,8,9.3,6,1409,5.4987359046936,185,458,1,0,0,1,3575.57142857143
745838,1572198,106,4.2,8.8,9.2,6,616,5.7547173500061,170,51,1,0,0,1,2096.25
721804,1524103,200,4.3,9.5,9.7,6,1397,7.69210958480835,185,458,1,0,0,1,3643.71428571429
680533,1454948,87,3.7,8.5,9.2,6,543,5.43077945709229,187,91,1,1,0,1,2895
749297,1580039,87,4,6,8,6,464,3.19652533531189,205,150,1,1,0,1,1923.42857142857
747671,1575364,108,4.2,7.5,9,6,495,4.24306154251099,160,117,1,0,0,0,7056
727908,1580808,119,3.8,8,8.5,6,652,3.53473520278931,174,269,1,0,0,0,2595.27272727273
570679,1219573,88,4,6.7,8,5,542,3.77843236923218,240,414,1,1,0,1,3648.375
707032,1494828,314,4,9,9.5,6,2362,6.26332187652588,180,100,1,0,0,0,3018.6
680533,1450027,87,4.1,7,9,6,537,4.57819080352783,187,91,1,1,0,1,3468
721804,1551961,203,4.3,8,9.2,5,1365,5.34655570983887,185,458,1,0,0,1,4545
757410,1594969,72,2.5,4,4.5,4,209,1.87103998661041,75,248,1,0,0,0,7958.25
570679,1212291,88,4,7.5,9,6,574,4.14378213882446,240,414,1,1,0,1,4033.125
758344,1595191,97,3.8,9.2,9.4,5.2,601,6.03294038772583,200,74,1,1,0,1,8138.25
446774,959406,199,4,8.8,9.5,7,1034,5.51293325424194,180,529,0,0,0,0,2515.84615384615
740535,1562305,87,3.5,6,8,6,336,3.29564929008484,175,139,1,0,0,0,3015
430926,929613,88,4,7.5,8,6,393,3.62725329399109,132,76,1,1,0,1,3453.3
746506,1574296,86,4,8.7,9.1,6,495,5.02288341522217,163,122,1,1,0,1,3568.09090909091
727908,1538777,119,4,7,8,6,686,3.06771636009216,174,269,1,0,0,0,3680.18181818182
757410,1594554,72,3,6,7,5,264,2.59488582611084,75,248,1,0,0,0,10957.5
727908,1571863,119,4,9,9.3,6.4,780,5.32896947860718,174,269,1,0,0,0,3996.81818181818
740535,1562308,87,4.2,8.5,9,6,438,4.95218372344971,175,139,1,0,0,0,4049.18181818182
740535,1562306,86,4,7,9,5,325,4.13948202133179,175,139,1,0,0,0,4091.72727272727
746506,1573762,85,4,8,8.7,5,477,4.22883605957031,163,122,1,1,0,1,4181.72727272727
749297,1578307,87,4.2,8,9,6,497,4.27352905273438,205,150,1,1,0,1,3341.57142857143
737128,1555610,73,4,8.1,9,6,349,4.74891662597656,160,134,1,0,0,0,6944.14285714286
680533,1438917,87,4.3,8.7,9.3,7,539,6.14065361022949,187,91,1,1,0,1,5523
746506,1573320,86,3.8,9.2,9.2,5.2,469,5.68722724914551,163,122,1,1,0,1,5145.54545454545
721804,1531842,203,4,7.5,9,5,1303,4.54042911529541,185,458,1,0,0,1,8454.85714285714
727908,1558497,119,4,8,9,6,696,4.64199209213257,174,269,1,0,0,0,5707.63636363636
757410,1593847,72,3.5,7,8,5.5,291,3.49098205566406,75,248,1,0,0,0,19671.75
757410,1593361,77,4,8,8.5,6,319,4.29089498519897,75,248,1,0,0,0,24696
737128,1556336,73,4,9,9.3,6,346,5.43303489685059,160,134,1,0,0,0,16935.4285714286
